bath,balcony,price,total_sqft_int,bhk,price_per_sqft,area_type,Availability,location
3,1.584375738,95,1666,3,5702.280912,Built-up  Area,Ready To Move,Akshaya Nagar
3,1.584375738,90,1575,3,5714.285714,Super built-up  Area,Ready To Move,Akshaya Nagar
2,2,75,1430,3,5244.755245,Super built-up  Area,Ready To Move,Akshaya Nagar
2,3,73,1419,3,5144.467935,Built-up  Area,Ready To Move,Akshaya Nagar
2,1,60,1280,2,4687.5,Super built-up  Area,Ready To Move,Akshaya Nagar
2,1,50,1200,2,4166.666667,Super built-up  Area,Ready To Move,Akshaya Nagar
2,1,60,1092,2,5494.505495,Super built-up  Area,Ready To Move,Akshaya Nagar
3,2,85,1690,3,5029.585799,Super built-up  Area,Ready To Move,Akshaya Nagar
4,2,93,1897,3,4902.477596,Super built-up  Area,Ready To Move,Akshaya Nagar
3,3,98,1884,3,5201.698514,Super built-up  Area,Ready To Move,Akshaya Nagar
2,2,68.8,1314,2,5235.920852,Super built-up  Area,Ready To Move,Akshaya Nagar
3,2,85,1690,3,5029.585799,Super built-up  Area,Ready To Move,Akshaya Nagar
2,3,67,1265,2,5296.442688,Super built-up  Area,Ready To Move,Akshaya Nagar
2,1,55,1126,2,4884.547069,Super built-up  Area,Ready To Move,Akshaya Nagar
3,1.584375738,90,1662,3,5415.162455,Super built-up  Area,Ready To Move,Akshaya Nagar
2,2,75,1420,3,5281.690141,Super built-up  Area,Ready To Move,Akshaya Nagar
2,3,88,1412,3,6232.294618,Super built-up  Area,Ready To Move,Akshaya Nagar
3,3,84,1434,3,5857.740586,Built-up  Area,Ready To Move,Akshaya Nagar
4,2,100,1890,3,5291.005291,Super built-up  Area,Ready To Move,Akshaya Nagar
2,3,87,1419,3,6131.078224,Super built-up  Area,Ready To Move,Akshaya Nagar
2,1,54,1300,2,4153.846154,Super built-up  Area,Ready To Move,Akshaya Nagar
3,2,85,1690,3,5029.585799,Super built-up  Area,Ready To Move,Akshaya Nagar
2,1,52,1113,2,4672.057502,Super built-up  Area,Ready To Move,Akshaya Nagar
4,2,95,1820,3,5219.78022,Super built-up  Area,Ready To Move,Akshaya Nagar
2,2,48,1100,2,4363.636364,Super built-up  Area,Ready To Move,Akshaya Nagar
3,2,102,1896,3,5379.746835,Super built-up  Area,Ready To Move,Akshaya Nagar
2,2,66,1300,2,5076.923077,Super built-up  Area,Ready To Move,Akshaya Nagar
2,0,68,1225,2,5551.020408,Super built-up  Area,Ready To Move,Akshaya Nagar
2,1,51,1179,2,4325.699746,Super built-up  Area,Ready To Move,Akshaya Nagar
2,2,73,1421,3,5137.227305,Super built-up  Area,Ready To Move,Akshaya Nagar
4,2,95,1893,3,5018.489171,Super built-up  Area,Ready To Move,Akshaya Nagar
2,1,45,900,2,5000,Built-up  Area,Ready To Move,Akshaya Nagar
4,3,170,4000,4,4250,Built-up  Area,Ready To Move,Whitefield
2,1,49,1300,3,3769.230769,Super built-up  Area,Ready To Move,Whitefield
2,2,49,1280,3,3828.125,Super built-up  Area,Ready To Move,Whitefield
2,1,49,1260,3,3888.888889,Super built-up  Area,Ready To Move,Whitefield
2,2,52,1427,2,3644.008409,Super built-up  Area,Ready To Move,Whitefield
3,2,108,1693,3,6379.208506,Super built-up  Area,Ready To Move,Whitefield
2,1,76,1210,2,6280.991736,Super built-up  Area,Ready To Move,Whitefield
3,2,67.23,1519,3,4425.938117,Super built-up  Area,Ready To Move,Whitefield
3,2,70.39,1595,3,4413.166144,Super built-up  Area,Ready To Move,Whitefield
2,1,50,1230,2,4065.04065,Super built-up  Area,Ready To Move,Whitefield
1,1,40,595,1,6722.689076,Super built-up  Area,Ready To Move,Whitefield
2,2,44,1145,2,3842.79476,Super built-up  Area,Ready To Move,Whitefield
6,0,130,2400,6,5416.666667,Built-up  Area,Ready To Move,Whitefield
2,1,75,1380,2,5434.782609,Super built-up  Area,Ready To Move,Whitefield
2,1,58,1320,3,4393.939394,Super built-up  Area,Ready To Move,Whitefield
2,1.584375738,43.79,1240,2,3531.451613,Super built-up  Area,Ready To Move,Whitefield
2,2,38,1050,2,3619.047619,Super built-up  Area,Ready To Move,Whitefield
2,2,46.41,1190,2,3900,Super built-up  Area,Ready To Move,Whitefield
1,1,20,530,1,3773.584906,Built-up  Area,Ready To Move,Whitefield
1,1,15,425,1,3529.411765,Super built-up  Area,Ready To Move,Whitefield
3,1,61,1355,3,4501.845018,Super built-up  Area,Ready To Move,Whitefield
2,1,75,1105,2,6787.330317,Super built-up  Area,Ready To Move,Whitefield
3,3,110,1800,3,6111.111111,Super built-up  Area,Ready To Move,Whitefield
2,2,80,1150,2,6956.521739,Built-up  Area,Ready To Move,Whitefield
2,2,66.25,1250,2,5300,Super built-up  Area,Ready To Move,Whitefield
2,1,79,1332,2,5930.930931,Super built-up  Area,Ready To Move,Whitefield
3,1,120,1730,3,6936.416185,Super built-up  Area,Ready To Move,Whitefield
2,2,66.25,1230,2,5386.178862,Super built-up  Area,Ready To Move,Whitefield
2,1,77,1351,2,5699.481865,Super built-up  Area,Ready To Move,Whitefield
2,2,80,1303,2,6139.677667,Super built-up  Area,Ready To Move,Whitefield
2,2,112,1607,3,6969.508401,Super built-up  Area,Ready To Move,Whitefield
1,2,43.82,770,1,5690.909091,Super built-up  Area,Ready To Move,Whitefield
2,2,76,1700,2,4470.588235,Super built-up  Area,Ready To Move,Whitefield
2,1,58.5,1060,2,5518.867925,Super built-up  Area,Ready To Move,Whitefield
3,3,100,1650,3,6060.606061,Built-up  Area,Ready To Move,Whitefield
2,2,112,1607,3,6969.508401,Super built-up  Area,Ready To Move,Whitefield
2,2,80,1198,2,6677.796327,Super built-up  Area,Ready To Move,Whitefield
2,1,140,1468,2,9536.784741,Super built-up  Area,Ready To Move,Whitefield
1,1,142,1463,2,9706.08339,Built-up  Area,Ready To Move,Whitefield
3,1,190,1910,3,9947.643979,Super built-up  Area,Ready To Move,Whitefield
2,1,145,1464,2,9904.371585,Super built-up  Area,Ready To Move,Whitefield
4,2,130,1935,3,6718.346253,Super built-up  Area,Ready To Move,Ambedkar Nagar
2,2,90,1424,2,6320.224719,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,169,2225,3,7595.505618,Super built-up  Area,Ready To Move,Ambedkar Nagar
3,2,120,1862,3,6444.683136,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,3,139,1850,3,7513.513514,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,126,1936,3,6508.264463,Super built-up  Area,Ready To Move,Ambedkar Nagar
3,2,119,1862,3,6390.977444,Super built-up  Area,Ready To Move,Ambedkar Nagar
2,2,90,1424,2,6320.224719,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,125,2150,3,5813.953488,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,290,3530,4,8215.29745,Built-up  Area,Ready To Move,Ambedkar Nagar
3,1,120,1856,3,6465.517241,Super built-up  Area,Ready To Move,Ambedkar Nagar
3,2,130,1852,3,7019.438445,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,120,1850,3,6486.486486,Super built-up  Area,Ready To Move,Ambedkar Nagar
2,2,86,1367,2,6291.1485,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,3,255,3565,4,7152.875175,Plot  Area,Ready To Move,Ambedkar Nagar
2,2,95,1409,2,6742.370476,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,120,1950,3,6153.846154,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,3,129,1921,3,6715.252473,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,121,1920,3,6302.083333,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,125,1935,3,6459.94832,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,122,1852,3,6587.473002,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,120,1950,3,6153.846154,Super built-up  Area,Ready To Move,Ambedkar Nagar
3,2,125,1852,3,6749.460043,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,121,1850,3,6540.540541,Super built-up  Area,Ready To Move,Ambedkar Nagar
2,1,94,1425,2,6596.491228,Super built-up  Area,Ready To Move,Ambedkar Nagar
4,2,150,2395,3,6263.048017,Built-up  Area,Ready To Move,Ambedkar Nagar
3,2,100,1605,3,6230.529595,Super built-up  Area,Ready To Move,Whitefield
2,1,80,1300,3,6153.846154,Built-up  Area,Ready To Move,Whitefield
2,2,83,1175,2,7063.829787,Super built-up  Area,Ready To Move,Whitefield
2,1,40,900,2,4444.444444,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1200,2,4583.333333,Super built-up  Area,Ready To Move,Whitefield
3,1,135,1900,3,7105.263158,Built-up  Area,Ready To Move,Whitefield
2,1,45,924,2,4870.12987,Built-up  Area,Ready To Move,Whitefield
2,1,60,900,2,6666.666667,Super built-up  Area,Ready To Move,Whitefield
2,1,45,1100,2,4090.909091,Built-up  Area,Ready To Move,Whitefield
2,1,55,1200,2,4583.333333,Super built-up  Area,Ready To Move,Whitefield
2,1,85,1450,3,5862.068966,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1200,2,4583.333333,Super built-up  Area,Ready To Move,Whitefield
2,2,79,1250,2,6320,Super built-up  Area,Ready To Move,Whitefield
2,2,50,1190,2,4201.680672,Super built-up  Area,Ready To Move,Whitefield
2,1,65,1202,2,5407.65391,Super built-up  Area,Ready To Move,Whitefield
2,1,75,1340,2,5597.014925,Super built-up  Area,Ready To Move,Whitefield
4,0,175,2650,3,6603.773585,Super built-up  Area,Ready To Move,Whitefield
2,1,90,1450,3,6206.896552,Built-up  Area,Ready To Move,Whitefield
2,1,42,1025,2,4097.560976,Super built-up  Area,Ready To Move,Whitefield
1,1,19.5,485,1,4020.618557,Built-up  Area,Ready To Move,Whitefield
2,1,67.5,1350,2,5000,Built-up  Area,Ready To Move,Whitefield
3,2,60,1365,2,4395.604396,Built-up  Area,Ready To Move,Whitefield
2,1,51,1000,2,5100,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1060,2,5188.679245,Built-up  Area,Ready To Move,Whitefield
2,3,55,1135,2,4845.814978,Built-up  Area,Ready To Move,Whitefield
3,1,420,3515,3,11948.7909,Plot  Area,Ready To Move,Whitefield
2,2,75,1080,3,6944.444444,Super built-up  Area,Ready To Move,Whitefield
2,0,70,1200,2,5833.333333,Plot  Area,Ready To Move,Whitefield
3,3,125,2010,3,6218.905473,Super built-up  Area,Ready To Move,Whitefield
2,1,43.76,1167,2,3749.785775,Super built-up  Area,Ready To Move,Whitefield
2,1,55,1000,2,5500,Plot  Area,Ready To Move,Whitefield
2,1,42.79,1141,2,3750.219106,Super built-up  Area,Ready To Move,Whitefield
2,1,58,1200,2,4833.333333,Plot  Area,Ready To Move,Whitefield
2,1,43.1,1151,2,3744.569939,Super built-up  Area,Ready To Move,Whitefield
2,1,42.75,1141,2,3746.713409,Super built-up  Area,Ready To Move,Whitefield
2,0,48,900,2,5333.333333,Plot  Area,Ready To Move,Whitefield
4,0,90,1749,4,5145.797599,Plot  Area,Ready To Move,Whitefield
2,1,42.9,1151,2,3727.193745,Super built-up  Area,Ready To Move,Whitefield
2,2,45,1250,2,3600,Built-up  Area,Ready To Move,Whitefield
2,1,43.16,1151,2,3749.782798,Super built-up  Area,Ready To Move,Whitefield
2,0,58,1200,2,4833.333333,Built-up  Area,Ready To Move,Whitefield
2,0,66,1200,3,5500,Plot  Area,Ready To Move,Whitefield
2,1,74,1415,3,5229.681979,Plot  Area,Ready To Move,Whitefield
2,1,50,1200,2,4166.666667,Super built-up  Area,Ready To Move,Whitefield
2,1,50,1141,2,4382.120947,Super built-up  Area,Ready To Move,Whitefield
2,2,37,1200,2,3083.333333,Super built-up  Area,Ready To Move,Whitefield
3,2,77,1600,3,4812.5,Super built-up  Area,Ready To Move,Whitefield
1,1,14,500,1,2800,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,31.5,1100,2,2863.636364,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,24.55,982,2,2500,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,14,500,1,2800,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,22.5,900,2,2500,Super built-up  Area,Ready To Move,Ananth Nagar
2,1,26,908,2,2863.436123,Super built-up  Area,Ready To Move,Ananth Nagar
2,1,35,937,2,3735.325507,Super built-up  Area,Ready To Move,Ananth Nagar
2,3,37,960,2,3854.166667,Built-up  Area,Ready To Move,Ananth Nagar
1,1,14,500,1,2800,Super built-up  Area,Ready To Move,Ananth Nagar
2,1,29.7,1000,2,2970,Super built-up  Area,Ready To Move,Ananth Nagar
2,1,25.99,850,2,3057.647059,Built-up  Area,Ready To Move,Ananth Nagar
2,1,25.26,902,2,2800.443459,Super built-up  Area,Ready To Move,Ananth Nagar
3,2,54,1470,3,3673.469388,Built-up  Area,Ready To Move,Ananth Nagar
2,1,25.5,810,2,3148.148148,Built-up  Area,Ready To Move,Ananth Nagar
2,1,27,890,2,3033.707865,Super built-up  Area,Ready To Move,Ananth Nagar
2,1,36,1200,2,3000,Super built-up  Area,Ready To Move,Ananth Nagar
3,1,42,1319,3,3184.230478,Super built-up  Area,Ready To Move,Ananth Nagar
2,3,25,1000,2,2500,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,25,902,2,2771.618625,Super built-up  Area,Ready To Move,Ananth Nagar
2,1,25.99,930,2,2794.623656,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,26.85,1074,2,2500,Super built-up  Area,Ready To Move,Ananth Nagar
1,1,14,500,1,2800,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,38,1010,2,3762.376238,Super built-up  Area,Ready To Move,Ananth Nagar
2,2,24.8,992,2,2500,Super built-up  Area,Ready To Move,Ananth Nagar
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Anekal
1,1,16.5,600,1,2750,Super built-up  Area,Ready To Move,Anekal
2,1,40,925,2,4324.324324,Super built-up  Area,Ready To Move,Anekal
1,1,18,530,1,3396.226415,Super built-up  Area,Ready To Move,Anekal
3,2,68,1800,3,3777.777778,Plot  Area,Ready To Move,Anekal
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Anekal
2,2,38.3,1035,2,3700.483092,Super built-up  Area,Ready To Move,Anekal
2,1,34,888,2,3828.828829,Super built-up  Area,Ready To Move,Anekal
2,1,36.1,1200,2,3008.333333,Plot  Area,Ready To Move,Anekal
1,0,19.4,700,2,2771.428571,Built-up  Area,Ready To Move,Anekal
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Anekal
2,2,28,766,2,3655.35248,Super built-up  Area,Ready To Move,Anekal
3,2,45,1150,3,3913.043478,Super built-up  Area,Ready To Move,Anekal
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Anekal
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Anekal
1,1,11.5,400,1,2875,Built-up  Area,Ready To Move,Anekal
1,1,15,456,1,3289.473684,Super built-up  Area,Ready To Move,Anekal
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Anekal
1,1,36,1200,2,3000,Plot  Area,Ready To Move,Anekal
4,0,95,2400,3,3958.333333,Plot  Area,Ready To Move,Anekal
2,1,36.1,1200,2,3008.333333,Plot  Area,Ready To Move,Anekal
2,1,36.1,1200,2,3008.333333,Plot  Area,Ready To Move,Anekal
1,1,12.5,420,1,2976.190476,Built-up  Area,Ready To Move,Anekal
2,2,52,1140,2,4561.403509,Super built-up  Area,Ready To Move,Anekal
4,2,86,1850,4,4648.648649,Built-up  Area,Ready To Move,Whitefield
2,2,39,1070,2,3644.859813,Super built-up  Area,Ready To Move,Whitefield
3,1,121,1500,3,8066.666667,Plot  Area,Ready To Move,Whitefield
2,2,37,1070,2,3457.943925,Super built-up  Area,Ready To Move,Whitefield
2,1,40,950,2,4210.526316,Super built-up  Area,Ready To Move,Whitefield
2,2,45,1280,3,3515.625,Built-up  Area,Ready To Move,Whitefield
2,0,25,710,2,3521.126761,Super built-up  Area,Ready To Move,Whitefield
2,0,32,950,2,3368.421053,Built-up  Area,Ready To Move,Whitefield
4,2,55,1800,4,3055.555556,Super built-up  Area,Ready To Move,Whitefield
3,1,87.54,1843,3,4749.864352,Super built-up  Area,Ready To Move,Whitefield
2,1,30.13,1076,2,2800.185874,Super built-up  Area,Ready To Move,Whitefield
2,0,30,950,2,3157.894737,Built-up  Area,Ready To Move,Whitefield
2,0,100,1348,2,7418.397626,Plot  Area,Ready To Move,Whitefield
2,2,50,1105,2,4524.886878,Super built-up  Area,Ready To Move,Whitefield
1,0,22,540,1,4074.074074,Plot  Area,Ready To Move,Whitefield
2,2,48,1075,2,4465.116279,Super built-up  Area,Ready To Move,Whitefield
3,1,100,1567,3,6381.620932,Super built-up  Area,Ready To Move,Whitefield
1,0,28,610,1,4590.163934,Super built-up  Area,Ready To Move,Whitefield
3,2,100,1750,3,5714.285714,Super built-up  Area,Ready To Move,Whitefield
4,3,200,3198,4,6253.908693,Built-up  Area,Ready To Move,Whitefield
4,2,160,2422,4,6606.110652,Super built-up  Area,Ready To Move,Whitefield
3,3,100,1750,3,5714.285714,Super built-up  Area,Ready To Move,Whitefield
4,1,205,3200,4,6406.25,Plot  Area,Ready To Move,Whitefield
3,2,95,1728,3,5497.685185,Super built-up  Area,Ready To Move,Whitefield
3,1.584375738,140,2062,4,6789.524733,Super built-up  Area,Ready To Move,Whitefield
3,2,92,1732.46,3,5310.367916,Super built-up  Area,Ready To Move,Whitefield
3,1.584375738,150,2062,4,7274.490786,Super built-up  Area,Ready To Move,Whitefield
2,2,70,1224,2,5718.954248,Super built-up  Area,Ready To Move,Whitefield
3,2,105,1777.26,3,5907.970696,Super built-up  Area,Ready To Move,Whitefield
3,3,82,1650,3,4969.69697,Super built-up  Area,Ready To Move,Whitefield
3,1.584375738,140,2062,4,6789.524733,Super built-up  Area,Ready To Move,Whitefield
3,3,82,1650,3,4969.69697,Built-up  Area,Ready To Move,Whitefield
2,2,67,1224,2,5473.856209,Super built-up  Area,Ready To Move,Whitefield
3,2,95,1723,3,5513.639002,Super built-up  Area,Ready To Move,Whitefield
3,2,89,1777.26,3,5007.708495,Super built-up  Area,Ready To Move,Whitefield
3,2,92,1777.26,3,5176.507658,Super built-up  Area,Ready To Move,Whitefield
2,2,65,1350,3,4814.814815,Built-up  Area,Ready To Move,Whitefield
3,2,140,2060,3,6796.116505,Super built-up  Area,Ready To Move,Whitefield
2,1,40,920,2,4347.826087,Built-up  Area,Ready To Move,Whitefield
2,1.584375738,95,1740,3,5459.770115,Built-up  Area,Ready To Move,Whitefield
2,2,55,1190,2,4621.848739,Built-up  Area,Ready To Move,Whitefield
1,1,28,600,1,4666.666667,Built-up  Area,Ready To Move,Whitefield
3,2,108,2072,3,5212.355212,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1100,2,5000,Super built-up  Area,Ready To Move,Whitefield
2,3,50,900,2,5555.555556,Super built-up  Area,Ready To Move,Whitefield
2,2,60,1240,2,4838.709677,Super built-up  Area,Ready To Move,Whitefield
2,1,44.5,900,2,4944.444444,Super built-up  Area,Ready To Move,Whitefield
2,2,53,1000,2,5300,Built-up  Area,Ready To Move,Whitefield
2,1.584375738,53,1100,2,4818.181818,Super built-up  Area,Ready To Move,Whitefield
3,1,100,2050,4,4878.04878,Built-up  Area,Ready To Move,Whitefield
5,2,2912,8321,4,34995.79377,Super built-up  Area,Ready To Move,Whitefield
3,3,84,1644,3,5109.489051,Super built-up  Area,Ready To Move,Whitefield
3,3,84,1640,3,5121.95122,Super built-up  Area,Ready To Move,Whitefield
2,3,65,1220,2,5327.868852,Built-up  Area,Ready To Move,Whitefield
2,2,42,936,2,4487.179487,Super built-up  Area,Ready To Move,Whitefield
2,2,43,936,2,4594.017094,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1100,2,5000,Built-up  Area,Ready To Move,Whitefield
1,1,60,834,1,7194.244604,Built-up  Area,Ready To Move,Whitefield
1,1,62,834,1,7434.052758,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1127,2,4880.212955,Super built-up  Area,Ready To Move,Whitefield
2,2,55,1125,2,4888.888889,Super built-up  Area,Ready To Move,Whitefield
1,1,11,450,1,2444.444444,Super built-up  Area,Ready To Move,Attibele
4,0,52.8,1600,4,3300,Built-up  Area,Ready To Move,Attibele
1,1,11,400,1,2750,Built-up  Area,Ready To Move,Attibele
1,1,12,400,1,3000,Built-up  Area,Ready To Move,Attibele
1,1,14,400,1,3500,Built-up  Area,Ready To Move,Attibele
1,1,17,500,1,3400,Super built-up  Area,Ready To Move,Attibele
4,2,95,2168,4,4381.918819,Plot  Area,Ready To Move,Attibele
1,1,10.25,395,1,2594.936709,Built-up  Area,Ready To Move,Attibele
1,1,17,420,1,4047.619048,Built-up  Area,Ready To Move,Attibele
1,1,12,418,1,2870.813397,Built-up  Area,Ready To Move,Attibele
2,2,42,1200,2,3500,Built-up  Area,Ready To Move,Attibele
1,1,10,400,1,2500,Super built-up  Area,Ready To Move,Attibele
1,1,25,850,2,2941.176471,Super built-up  Area,Ready To Move,Attibele
3,3,120,2400,3,5000,Built-up  Area,Ready To Move,Attibele
1,1,12.5,450,1,2777.777778,Built-up  Area,Ready To Move,Attibele
1,0,19.55,782,1,2500,Super built-up  Area,Ready To Move,Attibele
1,1,11.5,400,1,2875,Built-up  Area,Ready To Move,Attibele
1,1,13,460,1,2826.086957,Super built-up  Area,Ready To Move,Attibele
2,1,11.5,418,1,2751.196172,Super built-up  Area,Ready To Move,Attibele
2,1,42,1000,2,4200,Plot  Area,Ready To Move,Attibele
1,1,11.5,550,1,2090.909091,Super built-up  Area,Ready To Move,Attibele
1,1,10,410,1,2439.02439,Built-up  Area,Ready To Move,Attibele
3,1,65,1700,3,3823.529412,Plot  Area,Ready To Move,Attibele
1,1,10.25,400,1,2562.5,Super built-up  Area,Ready To Move,Attibele
1,1,15,520,1,2884.615385,Built-up  Area,Ready To Move,Attibele
1,0,65,1200,2,5416.666667,Plot  Area,Ready To Move,Whitefield
